id,name,genre,studio,created
848,Fireworks (Hana-bi),Crime|Drama,Daugherty-Wuckert,1983-12-14T00:04:57Z
849,Runaway Jury,Drama|Thriller,Kunze-Dickens,2013-12-17T13:47:59Z
850,"Amazing Panda Adventure, The",Adventure|Children,"Nolan, Legros and Treutel",1979-01-15T07:25:32Z
851,Earth Entranced (Terra em Transe),Drama,"Lemke, Bednar and Cormier",1995-10-13T21:08:55Z
852,The Raid 2: Berandal,Action|Crime|Thriller,"Franecki, Ryan and Runolfsson",1989-05-10T15:17:37Z
853,"Killer Shrews, The",Horror|Sci-Fi,Hahn-Goldner,2005-07-05T09:44:52Z
854,"No Blood Relation (Stepchild, The) (Nasanunaka)",Drama,"Langworth, Parker and Kilback",2012-03-18T00:47:34Z
855,Desert Heat (Inferno),Action,"Kirlin, Crooks and Ratke",2003-12-10T22:08:03Z
856,In Your Eyes,Drama|Fantasy|Romance,Pfannerstill-Bartoletti,2003-07-25T00:20:48Z
857,Cherish,Comedy|Drama|Thriller,Feil Group,2017-03-29T20:50:13Z
858,On the Ropes,Documentary|Drama,Ritchie-Sauer,1992-02-20T13:05:28Z
859,River's Edge,Crime|Drama,"Bergstrom, Romaguera and Ortiz",2001-08-13T11:22:57Z
860,Batman: Assault on Arkham,Action|Animation|Crime|Thriller,Keebler-Towne,1980-06-01T05:01:43Z
861,Funny Bones,Comedy|Drama,Ryan and Sons,1991-06-20T12:11:47Z
862,"Secret of NIMH, The",Adventure|Animation|Children|Drama,"Blick, Bednar and Leuschke",2015-08-26T05:54:57Z
863,Born Yesterday,Comedy,Hagenes Group,2012-07-12T08:18:01Z
864,Big Girls Don't Cry... They Get Even (Stepkids),Comedy,Konopelski-Becker,1980-08-12T10:49:33Z
865,Death of a Salesman,Drama,Collins-Moore,2005-07-21T07:05:32Z
866,Shame (Skammen),Drama|War,"Bernhard, Bechtelar and Gleason",2016-06-14T15:47:47Z
867,"Ruins, The",Horror|Thriller,D'Amore LLC,1976-05-12T07:00:20Z
868,Let's Kill Ward's Wife,Comedy,"Greenfelder, Mertz and Emard",2007-04-06T05:04:18Z
869,Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang),Children|Comedy|Fantasy,Roob-Collins,1984-02-11T23:25:21Z
870,Fingers at the Window,Drama|Film-Noir|Mystery,"Stroman, Sauer and Heaney",1995-01-01T03:48:18Z
871,"If It's Tuesday, This Must Be Belgium",Comedy|Drama,Runte and Sons,1988-04-07T03:31:28Z
872,Salvage,Horror,Rohan and Sons,2003-10-27T19:18:16Z
873,Faust,Drama,"Ruecker, Bayer and Rau",1970-01-21T16:11:02Z
874,"Murderous Maids (Blessures assassines, Les)",Drama,"Hudson, Wisoky and Bashirian",2018-08-08T18:52:35Z
875,What Happens in Vegas...,Comedy|Romance,Crist LLC,1972-01-02T16:23:47Z
876,The Man They Could Not Hang,Crime|Horror|Sci-Fi,Ernser-Batz,2018-08-18T12:58:47Z
877,"Chance of a Lifetime, The",Crime|Drama,Roob LLC,1986-03-04T14:31:28Z
878,Let it Rain (Parlez-moi de la pluie),Comedy|Drama,"Hoppe, Kuhic and O'Keefe",1991-04-26T23:44:52Z
879,Lapland Odyssey (Napapiirin sankarit),Comedy|Drama|Romance,Fahey-Turner,1994-02-01T08:45:53Z
880,"Hours, The",Drama|Romance,"Toy, Cole and Kemmer",1970-11-08T03:29:29Z
881,Fred: The Movie,Comedy,"Hartmann, Torp and Kirlin",2001-12-01T23:48:35Z
882,Desperado,Action|Romance|Western,Tillman LLC,1981-08-27T09:00:03Z
883,"Boy, Did I Get a Wrong Number!",Comedy,"Bogan, Dickens and Bode",2020-02-16T05:29:31Z
884,"Trial, The (Procès, Le)",Drama,"Walter, Bogan and Hansen",1984-08-20T09:50:34Z
885,"Shrine, The",Horror,"Breitenberg, Mayert and Rodriguez",2003-09-12T03:38:21Z
886,Foreign Letters,Comedy|Drama,Greenfelder and Sons,1986-11-20T17:14:53Z
887,Baarìa,Comedy|Drama|War,Lowe-Huels,1985-05-23T21:01:14Z
888,Moment by Moment,Drama|Romance,Wuckert-Bradtke,1976-12-06T12:41:58Z
889,Putney Swope,Comedy,Deckow Inc,2005-01-09T23:51:14Z
890,Unbroken,Drama|War,"Murphy, Little and Bosco",1987-05-25T00:37:20Z
891,Mortel transfert,Comedy|Crime|Thriller,"Hagenes, Gibson and Wuckert",2017-02-08T20:32:42Z
892,"Plainsman, The",War|Western,Rogahn and Sons,1982-11-07T06:17:48Z
893,Dr. Crippen,Crime|Drama,"Daniel, Crona and Johnston",1979-09-10T10:29:50Z
894,Partners,Comedy,Hane-Champlin,1970-01-14T03:11:38Z
895,Happy Birthday to a Beautiful Woman,Documentary,Schmeler and Sons,2015-03-30T03:11:46Z
896,We Still Kill the Old Way,Crime,Romaguera Inc,2019-06-16T04:37:19Z
897,American Gigolo,Drama,Smitham-Steuber,1989-07-30T08:18:08Z
898,This Sporting Life,Drama,"Veum, White and Grant",1975-10-23T12:57:42Z
899,"Normal Heart, The",Drama,Kuhn Group,1973-02-03T02:33:49Z
900,Fun is Beautiful,Comedy,Reichert Group,1973-02-28T19:51:42Z
901,Cain and Mabel,Comedy|Musical|Romance,Veum Group,1972-03-23T18:34:32Z
902,Faster,Action|Crime|Drama,"Swaniawski, Lueilwitz and Toy",2020-07-05T19:33:03Z
903,Gregory Crewdson: Brief Encounters,Documentary|Drama,Cronin Group,1972-10-09T12:42:49Z
904,Nicholas Nickleby,Drama|Romance,"Blanda, Klocko and Kunde",1995-03-04T07:00:03Z
905,"Luck, Trust & Ketchup: Robert Altman in Carver Country",Documentary,"Crooks, Schimmel and Waters",2014-02-05T04:16:55Z
906,My Own Man,(no genres listed),Will LLC,1985-08-03T19:50:45Z
907,Bang Bang,Comedy,Mertz Group,1999-10-16T21:19:24Z
908,Galaxy of Terror (Quest),Action|Horror|Mystery|Sci-Fi,Johnson Inc,2010-06-09T17:17:30Z
909,"Rocker, The",Comedy,"Crona, Buckridge and Blick",1978-09-09T02:40:04Z
910,Only the Strong Survive - A Celebration of Soul,Documentary|Musical,Turner-Trantow,1994-10-30T09:07:48Z
911,End Game,Crime|Drama|Mystery,Rath LLC,1981-06-22T01:43:44Z
912,"Ay, Carmela! (¡Ay, Carmela!)",Drama|War,"Feeney, Dickinson and Heller",1993-01-15T16:34:33Z
913,Fierce People,Drama,"Little, Considine and Medhurst",1970-03-18T22:44:57Z
914,Will It Snow For Christmas? (Y'aura-t-il de la neige à Noël?),Drama,"Reilly, Thiel and Beer",1978-10-01T07:40:56Z
915,Great Expectations,Drama|Romance,Wiza-Hackett,1996-02-23T06:05:14Z
916,Aprile,Comedy,Robel and Sons,2020-09-29T21:15:53Z
917,"Rage: Carrie 2, The",Horror,Bahringer-Deckow,1983-10-08T13:19:27Z
918,"Railway Children, The",Children|Drama,"Mills, Simonis and Farrell",1995-02-04T10:14:11Z
919,This is Martin Bonner,Drama,Fadel-Conn,1975-09-25T19:45:20Z
920,Orchestra Rehearsal (Prova d'orchestra),Drama,"Larson, Hansen and Schultz",1989-06-23T15:45:58Z
921,"Take, The",Crime|Drama,Goodwin-Ratke,1981-10-21T07:46:10Z
922,"Buona Sera, Mrs. Campbell",Comedy,Ziemann-Kozey,1983-01-08T18:22:18Z
923,"American, The",Drama|Thriller,Effertz-McDermott,2009-11-16T18:36:54Z
924,Something Real and Good,Drama,McClure Inc,2017-07-22T00:47:46Z
925,Escanaba in da Moonlight,Comedy,West Group,2006-12-09T00:55:16Z
926,Gantz: Perfect Answer,Action|Mystery|Sci-Fi,Muller-Pfannerstill,2009-12-21T07:56:26Z
927,Inherit the Wind,Drama,Murray-Hane,2008-12-31T18:25:29Z
928,Sleepwalkers,Horror,Nikolaus-Schimmel,1981-05-13T23:56:51Z
929,Nude for Satan (Nuda per Satana),Horror,Nicolas-Mosciski,2005-08-02T01:32:40Z
930,Planes,Adventure|Animation|Comedy,"Emmerich, Gerhold and Schulist",2008-06-30T12:32:53Z
931,Roadracers,Drama,Emmerich-Labadie,2007-08-26T23:50:32Z
932,Tucker: The Man and His Dream,Drama,"Greenfelder, Goldner and Bosco",2006-01-14T11:44:22Z
933,"Story Written with Water, A (Mizu de kakareta monogatari)",Drama,"Oberbrunner, Waelchi and Boyer",2000-10-29T08:37:44Z
934,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama,Parisian LLC,2005-02-26T16:16:55Z
935,Steal This Movie!,Drama,"Gutkowski, Oberbrunner and Pouros",1981-11-27T15:22:12Z
936,"Samaritan, The",Drama|Thriller,Welch-D'Amore,2018-05-04T15:40:02Z
937,Take Me Home,Comedy|Romance,Ledner-Hegmann,1990-05-31T11:18:04Z
938,Supercop 2 (Project S) (Chao ji ji hua),Action|Comedy|Crime|Thriller,"Erdman, Kilback and Breitenberg",2002-07-15T18:08:43Z
939,None But the Brave,Drama|War,"Brekke, Monahan and Becker",2017-03-15T11:11:33Z
940,Hansel & Gretel,Drama|Fantasy|Horror|Mystery|Thriller,"Hammes, Jacobs and Dicki",1986-01-12T04:04:42Z
941,The Hire: Ticker,Action|Adventure,"McCullough, Baumbach and Leannon",1973-08-04T23:04:51Z
942,Junior Prom,Documentary,Osinski-Rodriguez,2002-09-10T01:26:25Z
943,Dangerous Liaisons,Comedy|Crime|Drama|Mystery,Thiel Group,1999-01-05T23:57:41Z
944,Loners (Samotári),Drama,"Heathcote, Goodwin and Heathcote",1989-03-10T05:19:21Z
945,American Pie,Comedy|Romance,Deckow-Gottlieb,1993-12-15T06:33:34Z
946,"Captain Newman, M.D.",Comedy|Drama|War,Lang-Swift,1986-06-27T04:55:06Z
947,Day of Wrath (Vredens dag),Drama,Hamill-Stokes,2012-11-09T18:08:56Z
948,Children of Nature (Börn náttúrunnar),Drama|Mystery,Funk-Deckow,2000-10-09T00:59:08Z
949,Grand Piano,Mystery|Thriller,Stracke-Ernser,1987-02-05T13:41:40Z
950,Lookin' to Get Out,Comedy,Wiza LLC,1990-06-10T05:18:51Z
951,Perils of the Sentimental Swordsman,Action|Adventure|Fantasy,"Olson, Herman and Kohler",1999-07-14T22:34:51Z
952,And Now a Word from Our Sponsor,Comedy|Drama,"Lemke, Kemmer and Gerlach",1996-12-02T19:51:31Z
953,Outrage,Documentary,Little Group,1997-03-13T02:47:50Z
954,"Goodnight, Mister Tom",Drama,"Heaney, Schimmel and Will",1993-03-08T17:23:10Z
955,Underworld,Crime|Drama|Film-Noir,"Schultz, Cormier and Hayes",1984-12-24T02:59:23Z
956,Cinderella Liberty,Drama|Romance,Schaefer and Sons,2018-04-03T15:14:35Z
957,Arabesque,Adventure|Drama|Romance|Thriller,Wuckert LLC,2015-04-13T05:42:19Z
958,Knight Moves,Mystery|Thriller,"Sporer, Hermann and Roberts",2005-09-18T15:50:18Z
959,Fantasia 2000,Animation|Children|Musical|IMAX,Block Inc,1991-08-02T15:30:20Z
960,Angel in My Pocket,Comedy,"Farrell, Fritsch and Mann",2001-07-22T13:35:52Z
961,Let Me In,Drama|Horror|Mystery,"Kihn, Ferry and Rolfson",2015-05-21T02:15:12Z
962,Better Housekeeping (a.k.a. Good Housekeeping),Comedy|Drama,Gutmann LLC,1971-06-01T15:31:11Z
963,Gamera: The Giant Monster (Daikaijû Gamera),Sci-Fi,Zulauf Group,1989-07-06T20:01:31Z
964,Stealing Rembrandt (Rembrandt),Action|Comedy|Crime,"Haley, Bins and Tillman",2006-07-14T06:36:09Z
965,"ChubbChubbs!, The",Animation|Comedy|Sci-Fi,"Upton, Bartoletti and Gerlach",1972-03-14T19:30:43Z
966,Iron Man,Action|Adventure|Sci-Fi,"Schroeder, Anderson and Sauer",2009-05-28T12:38:46Z
967,Bass Ackwards,Drama,"Padberg, Fahey and Schinner",1985-09-12T06:15:40Z
968,Fright Night,Comedy|Horror|Thriller,Wuckert Inc,2005-01-03T10:13:59Z
969,Penitentiary II,Drama,"Parker, Zulauf and Block",1999-04-09T12:45:16Z
970,Underworld: Awakening,Action|Fantasy|Horror|IMAX,Beatty and Sons,2009-12-04T04:47:37Z
971,"Thirty-Nine Steps, The",Crime|Mystery|Thriller,"Satterfield, Kutch and Kreiger",1991-04-09T20:53:01Z
972,Colour Me Kubrick: A True...ish Story,Comedy|Drama,Greenholt-Jerde,2001-09-10T20:47:19Z
973,"Rabid Grannies (Mémés cannibales, Les)",Comedy|Horror,Haag LLC,2014-09-13T21:14:18Z
974,Such Good Friends,Comedy|Drama,Ernser-Wiza,1990-09-07T02:36:21Z
975,Where Love Has Gone,Drama,"Friesen, Streich and Pouros",1984-03-12T02:43:42Z
976,As Tears Go By (Wong gok ka moon),Crime|Drama,Purdy LLC,1992-10-08T14:41:01Z
977,Chronicle of an Escape (Crónica de una fuga),Thriller,Muller LLC,1993-05-04T20:53:21Z
978,Malcolm X,Drama,Vandervort-Murray,1978-04-16T20:13:49Z
979,Yolanda and the Thief,Fantasy|Musical|Romance,Renner-Howell,1992-01-07T22:11:30Z
980,"Give 'em Hell, Malone",Action|Crime|Thriller,Orn-Kuphal,1973-10-10T20:56:14Z
981,Persona non grata,Drama,Willms-Franecki,2011-09-21T02:23:44Z
982,Lord Love a Duck,Comedy,Bartoletti LLC,2020-08-15T03:44:53Z
983,"Missing, The",Adventure|Thriller|Western,"Macejkovic, Wilkinson and Gislason",2005-04-15T10:48:59Z
984,Two Hands,Comedy|Crime|Thriller,Watsica LLC,2020-09-11T19:07:48Z
985,Stella Street,Comedy,Rowe Inc,2005-06-28T21:43:49Z
986,"Ritz, The",Comedy,Denesik-Kessler,2008-10-21T18:33:21Z
987,Reykjavik Whale Watching Massacre,Comedy|Horror,Borer-Price,1992-11-18T13:55:33Z
988,Step Brothers,Comedy,Sawayn and Sons,2013-12-29T03:45:09Z
989,I Know Where I'm Going!,Drama|Romance|War,Crooks-Leannon,2002-04-24T11:37:38Z
990,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)",Comedy|Horror|Musical,"Cartwright, Bradtke and Rosenbaum",2001-10-02T17:01:35Z
991,"Legend of Lylah Clare, The",Drama,Treutel Inc,2005-08-20T15:03:15Z
992,Hangman's Curse,Horror|Mystery|Thriller,"Osinski, Gulgowski and Sauer",1991-10-09T21:15:47Z
993,Quicksilver Highway,Horror|Thriller,"Lueilwitz, Douglas and Abshire",1991-10-15T17:10:39Z
994,"Isle, The (Seom)",Drama,Lemke Group,1976-04-01T04:31:09Z
995,Wrecked,Thriller,Mayer and Sons,2014-02-03T11:06:29Z
996,Nobody Walks,Drama,Effertz Inc,2008-09-15T14:57:12Z
997,Up the River,Comedy|Crime|Drama,Beer-Hand,1986-02-27T13:18:06Z
998,Scanners,Horror|Sci-Fi|Thriller,Waters-Stroman,1988-04-14T23:59:43Z
999,Gone to Earth,Drama|Romance,"VonRueden, Pollich and Adams",1979-11-29T09:45:55Z
1000,"N Word, The",Documentary,Wehner-D'Amore,2016-06-30T15:06:43Z
